neighborhood_name,centroid_lat,centroid_lon
011,43.64605146434,-79.60788427361801
001,43.72957091602591,-79.62581455299788
001,43.73755880223361,-79.62908982622348
001,43.74641433959391,-79.632625549526
001,43.750802457945994,-79.63538108296189
011,43.64460056114171,-79.59936173939217
011,43.64861855508367,-79.60207438566168
001,43.70269742458095,-79.61011466275696
001,43.7099987724922,-79.61308015420414
001,43.71910925489004,-79.61664758694069
001,43.72836091684939,-79.61981499838699
001,43.73805876277702,-79.621959495877
001,43.74784023878434,-79.62403861278514
001,43.75295146841205,-79.62469371772556
012,43.628444874416815,-79.58366578745259
012,43.63203803762424,-79.58485650113205
011,43.63821837267858,-79.58570234503973
011,43.64470470702525,-79.59063324378103
011,43.65208048061543,-79.59343061912043
011,43.65906910459956,-79.59272062296014
001,43.67498133421923,-79.59399959828104
001,43.68268778018751,-79.59694686781086
001,43.691870760581786,-79.60045733621722
001,43.70114516624592,-79.60375485363394
001,43.71079345166318,-79.60594066914511
001,43.72057492767052,-79.60801978605328
001,43.73035640367785,-79.61009890296145
001,43.74013787968519,-79.61217801986963
001,43.749919355692526,-79.61425713677781
001,43.75504500739467,-79.61510377820024
012,43.62811479668689,-79.57679836439661
012,43.63461828007568,-79.57952248371964
011,43.63840846247581,-79.58528950269576
013,43.648840870538656,-79.57791067430972
012,43.64143006541782,-79.57941254078878
011,43.64522025874027,-79.58249209423894
013,43.65089809198249,-79.57859785880261
011,43.654251542032135,-79.58378950192498
011,43.663838705255934,-79.58539484917972
011,43.66988317679411,-79.58586533983338
001,43.67445469329573,-79.58810515894886
001,43.68352814054935,-79.58992184241323
001,43.69330961655668,-79.59200095932142
001,43.703091092564016,-79.59408007622957
001,43.71287256857137,-79.59615919313777
001,43.7226540445787,-79.59823831004594
001,43.73243552058604,-79.60031742695412
001,43.74221699659337,-79.60239654386228
002,43.756322362511234,-79.60107370487556
001,43.751765326781,-79.60465909555074
002,43.75792330175759,-79.60192229926379
001,43.75687326440824,-79.60671632581426
020,43.60338478116431,-79.55766782500817
159,43.60939033895861,-79.56216935915363
020,43.604914191512876,-79.55848137333484
159,43.617294122296286,-79.56380826919506
159,43.62421838281486,-79.56362429568229
012,43.629540141427604,-79.56815711979132
013,43.639392673721396,-79.56784130040046
012,43.63551931660331,-79.57057929565033
013,43.64684637264596,-79.5714181120257
012,43.641423527410225,-79.57514714037545
011,43.644232370086584,-79.57488834730172
013,43.652146577829335,-79.57292619810889
011,43.657011754791135,-79.57408074132056
011,43.66604430544286,-79.57598213258953
011,43.672955328578894,-79.57757381126015
007,43.67747484484425,-79.5748416574961
001,43.67751177134138,-79.58032527533682
007,43.68217288480284,-79.57471909847942
001,43.6856402080284,-79.58019237994404
001,43.695388733464874,-79.58221948331406
001,43.70517020947221,-79.58429860022224
001,43.714951685479534,-79.5863777171304
002,43.729524457049074,-79.58632135801301
001,43.72444276067046,-79.58858626541539
002,43.73539991942774,-79.58825763122708
001,43.733600208761665,-79.59288928149005
002,43.744815558463955,-79.59150995146335
001,43.74269376252331,-79.59602406018368
002,43.75420149327897,-79.59458449977019
001,43.74978605878574,-79.59849323401653
002,43.759295706171194,-79.59563081367477
019,43.583739356088145,-79.54379914585715
020,43.59303560462244,-79.54734998468469
019,43.58865484839959,-79.54579826853904
020,43.60023701082381,-79.55087031448086
159,43.6117851047126,-79.55532731076005
020,43.60776464486323,-79.55258828467679
159,43.619216042314356,-79.55580507204128
159,43.627951812621774,-79.55677627468106
158,43.6339469832614,-79.55505112060618
012,43.63056274018773,-79.56049224454449
159,43.63546856003962,-79.55792875986471
158,43.639973906119565,-79.55779621012887
013,43.63927990196026,-79.56290333067828
012,43.6345969585812,-79.56174690890612
158,43.649087617619784,-79.56082609197527
013,43.647105559285116,-79.56539946009673
158,43.65446007503121,-79.56257660120528
013,43.65329934585086,-79.56751486659014
011,43.659185920958755,-79.5643234978795
011,43.66808287938137,-79.56623179291154
010,43.67313025061993,-79.56235549537773
011,43.673410750566575,-79.56836723216765
010,43.67427301827391,-79.56273586556944
007,43.67847167918008,-79.56829245081244
007,43.6866204310671,-79.56905813252789
006,43.69275443646629,-79.56768857687514
001,43.68934722926139,-79.57316958197153
006,43.6939560760785,-79.56723860714878
001,43.69751783130804,-79.57251200718812
001,43.707249326380385,-79.57451712421489
001,43.71703080238772,-79.57659624112308
004,43.730113073128855,-79.57493055707404
002,43.729838668518674,-79.58180883434822
001,43.72604248183403,-79.57854468026963
004,43.73343437293787,-79.57604381851306
003,43.73853230289981,-79.57788390597283
002,43.73624032253394,-79.58253002582431
001,43.732667739066066,-79.57872942965369
003,43.7431830264507,-79.57985318380557
002,43.74668455782103,-79.58326604474553
021,43.751636483053154,-79.57946694340028
002,43.75643511397244,-79.58615367902868
021,43.75546674760055,-79.58183729516057
002,43.761445592931096,-79.58585510330094
019,43.5852846371978,-79.54174414047834
020,43.59536865112036,-79.54144022137542
019,43.59094150069888,-79.53932111815395
020,43.60173220720786,-79.5418653622176
159,43.61555331654476,-79.54457093095873
020,43.61061443079523,-79.54380502628914
159,43.621295159222534,-79.54602359603396
159,43.62958519473343,-79.54844587959957
158,43.63404685030281,-79.54741929393825
158,43.64085811123721,-79.55018182985032
158,43.65063958724454,-79.5522609467585
158,43.65649069289116,-79.55342810940832
011,43.660093404534045,-79.5580471457209
010,43.66178949836933,-79.55338007451705
011,43.666773833136126,-79.56025698638511
010,43.670416131987686,-79.55618010280473
010,43.6754143203317,-79.55732093341008
007,43.68025679544332,-79.55857074433364
006,43.68577735275563,-79.55469320583492
007,43.68897125706946,-79.56097099888855
006,43.69277652776868,-79.55908528866962
006,43.69784860375921,-79.56107158031232
001,43.701339728797876,-79.56432957661539
004,43.713489144433474,-79.5639713517113
001,43.7086045824316,-79.56486861649825
004,43.71953504459604,-79.56601403462444
001,43.71717899272181,-79.57045169816364
004,43.728552980667686,-79.56913691241529
003,43.733042754319214,-79.56589950827676
001,43.72377866685156,-79.57272500743255
004,43.734572985530484,-79.57200353223047
003,43.73944156462511,-79.57077978280387
003,43.744452109837646,-79.5721390163693
002,43.74737947120552,-79.5750505380748
022,43.74625043113999,-79.56785657347773
021,43.7505455850409,-79.57216311671986
002,43.76158177306937,-79.57964382434719
021,43.75809964486725,-79.57494757255853
002,43.76254380866327,-79.58061498691859
021,43.76369577575148,-79.57566156579527
019,43.58871636011994,-79.5293289038836
020,43.597816954420786,-79.53448611423286
019,43.59394566658757,-79.5299020632219
160,43.60139102603336,-79.5265505288191
020,43.60398157797405,-79.53226126238059
019,43.60002491155192,-79.5281755359573
018,43.60125085497968,-79.52650895021698
160,43.616482426744376,-79.52981367189244
159,43.61738930800063,-79.53491417046445
020,43.61245928493787,-79.53396969249162
159,43.62337427613072,-79.53624212002661
159,43.63269581594674,-79.53774964665817
158,43.63602167127223,-79.54188288644536
159,43.64001844125343,-79.53600534849166
158,43.643149804140016,-79.54072044320489
158,43.65217421780549,-79.54283890955703
010,43.65648889241128,-79.53999060767394
158,43.658198673623126,-79.5456692100029
010,43.66310971445328,-79.54440120968039
010,43.6722816561674,-79.5466377045675
010,43.677553732961,-79.54760095578881
007,43.682396624184214,-79.54878480292959
006,43.68597646204218,-79.5538959386746
007,43.687427763459546,-79.54847274967075
006,43.69196504663152,-79.55085928705559
006,43.701590524544265,-79.55282242442516
001,43.70520965597052,-79.55817900274546
006,43.70799401348791,-79.55245673237087
005,43.713626659548105,-79.55230704073041
004,43.71479252940881,-79.55800752246714
001,43.710381615711796,-79.5567708892117
005,43.721937183865066,-79.55513387152766
004,43.72011562681865,-79.55975848996532
005,43.72768089932874,-79.55766568972642
004,43.727691924136096,-79.56234538863956
003,43.732449125501255,-79.55891936760895
003,43.739618566996434,-79.56174371585448
022,43.74329412182359,-79.55995301761416
003,43.745337925655846,-79.56611746206056
022,43.74686615686916,-79.56184165634558
021,43.75154575818632,-79.56350536045622
021,43.76031494023342,-79.56534975674109
021,43.765679960738716,-79.56646840191891
019,43.590473691702464,-79.52111038565002
018,43.5902845126982,-79.51585376248005
019,43.59483198844225,-79.52307029028366
018,43.596857788709755,-79.51855380393907
160,43.60743772126179,-79.52205543635456
020,43.605739674659546,-79.52652927655119
019,43.600551124740676,-79.52513124351027
018,43.60272244820502,-79.52053800077758
160,43.61459007257595,-79.52398881405695
159,43.61938553516684,-79.52510554211634
020,43.61158938563981,-79.52827183614366
159,43.625453393038896,-79.52646064401927
159,43.63523486904623,-79.52853976092743
159,43.6434112033635,-79.5295404566502
158,43.647385425744126,-79.53221064802361
015,43.650936821784164,-79.52677671674707
010,43.650937399817465,-79.5267984764999
158,43.65090241058467,-79.53419303904406
015,43.650949740604034,-79.5267745314391
010,43.655394172190555,-79.53265614247198
009,43.65818868592953,-79.52882125999349
010,43.664085297995825,-79.53595279825592
009,43.66601774359926,-79.53135369972365
010,43.67354406395933,-79.53905390458384
009,43.675276916999316,-79.53439098420886
010,43.67902691897027,-79.54084567690575
009,43.68005295408107,-79.53599920091543
007,43.68452559440674,-79.53901298957338
007,43.68993833336893,-79.53806198495569
006,43.69418163763917,-79.5412055304146
006,43.70370482497281,-79.54309382600844
023,43.709565641386,-79.53924935006033
006,43.709992519204896,-79.54438045282816
005,43.71454879717023,-79.54582316285378
023,43.71771909308017,-79.54224400685729
005,43.723357546897056,-79.5473874882662
023,43.71997704332347,-79.54225681411859
005,43.72978276846616,-79.54855401303135
003,43.733904023346724,-79.55217513816055
023,43.730871110629906,-79.54415814891897
022,43.735187769917516,-79.54723955076514
003,43.74055807797194,-79.55195880883369
022,43.74492099822304,-79.55090549784597
022,43.748774111385735,-79.55265815721233
021,43.75366090052764,-79.55371611830488
021,43.762394057141606,-79.55556828073374
021,43.76772182124861,-79.5567718247449
018,43.5904443285165,-79.51136437331446
018,43.59827542847485,-79.5104711338771
160,43.61043257784148,-79.5135390187197
018,43.605847405004354,-79.51164374637996
160,43.61647791760655,-79.51434660550207
159,43.62100696313025,-79.51703233994725
016,43.62207255893286,-79.51217019388702
159,43.626764710585164,-79.51890940823816
016,43.62838642609628,-79.51419878386122
159,43.63622416757041,-79.52182245885956
016,43.637894552512634,-79.51712594110793
159,43.64398666911449,-79.52425436555917
158,43.64730127576618,-79.52265804251672
016,43.64403761152916,-79.51901233472832
015,43.64982202983159,-79.51986936596157
015,43.65414713704635,-79.52095636306834
010,43.651910973887105,-79.52682244173079
009,43.65816001970357,-79.5237775077353
009,43.666658413976414,-79.52499563564464
009,43.67643988998377,-79.52707475255282
009,43.68164596231959,-79.52827589315807
008,43.68748573685603,-79.5265485582261
007,43.685853562227855,-79.53123399097909
008,43.69663496315606,-79.52951242771904
007,43.69280964679559,-79.53329009863621
006,43.69721160614402,-79.53516400042334
113,43.70638580401717,-79.53167887939283
008,43.70244507444344,-79.53089181876169
006,43.7040432892911,-79.53576662112476
023,43.70952100147241,-79.53321487158142
006,43.712143395263354,-79.53891894723073
005,43.7138184942091,-79.5391164826288
023,43.71573147096013,-79.53512462520952
005,43.72689132805424,-79.54098180498546
023,43.72491719810562,-79.53649227559146
005,43.730594595466584,-79.5402663972139
023,43.7319944570727,-79.53872464239414
022,43.736770071835885,-79.53990459155143
022,43.74491022203511,-79.54162857091005
022,43.75083764020451,-79.54294140779913
021,43.75574137685868,-79.54391639126663
021,43.764473174049776,-79.54578680472639
021,43.769761958493746,-79.54698853017861
018,43.59458198286059,-79.5027518920149
160,43.6040181545644,-79.49744020509945
018,43.6004005524549,-79.50200384406021
160,43.6117327822516,-79.5014965204745
018,43.608405352729726,-79.50395229474132
160,43.6184980360705,-79.50454342872551
016,43.62339464570059,-79.50555481632684
016,43.629611626855244,-79.50689769200459
016,43.63939310286259,-79.50897680891276
016,43.645904147526345,-79.51033748327897
015,43.650787654758076,-79.51141028346359
114,43.66305116669442,-79.51019719984278
111,43.66389750389282,-79.51142534243343
015,43.65687510171763,-79.51243859854611
009,43.66118440098706,-79.51483436336541
111,43.668305041973696,-79.51126122062428
009,43.66884178737296,-79.51616706161902
111,43.67469807597565,-79.51149980429203
009,43.678520279789744,-79.51729520657202
009,43.68384030551031,-79.51808237684497
008,43.68864806404457,-79.51947292430953
113,43.700709238709244,-79.51996870135105
008,43.69656270181712,-79.52230896303963
113,43.704941682010855,-79.52300531254329
008,43.702029421337016,-79.52727227940622
023,43.70979670890503,-79.52387496837498
154,43.71917203692944,-79.52488814935636
023,43.71570851430864,-79.52652472680653
154,43.727717591791844,-79.52651089574644
023,43.72651772992365,-79.53136450869012
154,43.734240618807654,-79.52799950471113
025,43.73980802204356,-79.52614046048578
023,43.73314936966171,-79.53289940670975
022,43.73868317091403,-79.53102157765271
025,43.74791598127336,-79.52795721157928
022,43.74675730340068,-79.53282113975082
025,43.75372443875233,-79.52926916503716
024,43.75865219868699,-79.53037401062134
022,43.752670450810506,-79.53415324644726
021,43.75753433520062,-79.535248074386
024,43.767410150887194,-79.53234692835751
021,43.76626869163777,-79.53721475676214
024,43.77256898390646,-79.53352243576524
021,43.77154989642013,-79.53843902242397
160,43.60506099378148,-79.49292785578844
161,43.612144689310945,-79.48881522779553
160,43.61212992836388,-79.49330362611225
161,43.62437933002084,-79.49168255729603
160,43.620436742305195,-79.49490503801681
016,43.62550738164254,-79.49588514409345
016,43.63169074376343,-79.49711621599724
016,43.64147221977077,-79.4991953329054
114,43.654317826732985,-79.4994991534884
016,43.64793185484027,-79.50073838290291
015,43.65197778244287,-79.50275865336323
114,43.66255044495143,-79.50224761065941
111,43.6660335154501,-79.5021407097817
089,43.66555041403211,-79.49920541482456
015,43.65876165952568,-79.504489656203
009,43.66232793418536,-79.50738570797493
111,43.67081664779277,-79.50543268362995
115,43.68517716116234,-79.50636071336262
111,43.67992322099643,-79.50552671772931
009,43.6797094344185,-79.5106605714581
008,43.68177060569969,-79.50823952253714
115,43.689831577800426,-79.50849609267438
113,43.694642910514595,-79.5089355249026
009,43.68497835624942,-79.5128869797231
008,43.68955726817999,-79.51336576171444
113,43.70063166356877,-79.51151476093223
030,43.698105412718874,-79.50681303497866
008,43.69588635353099,-79.51408093029333
113,43.70675676651925,-79.5130236213655
023,43.711631747827376,-79.51413384831139
154,43.72078661460431,-79.51594518309479
023,43.71581676238679,-79.51539835726578
154,43.72950550383678,-79.51790738507901
154,43.73615956955701,-79.51928486237796
025,43.7410381769532,-79.52037938592069
025,43.749068455851464,-79.52206561889537
025,43.75503667078481,-79.52327491079946
024,43.75991141728653,-79.52438686623955
024,43.76863140786613,-79.52622385271171
024,43.77383328144519,-79.52745264408878
161,43.615770221930255,-79.4835548364244
160,43.61589815006356,-79.48787997165091
161,43.62382195436933,-79.48372328584927
160,43.62144810897639,-79.4869899047425
016,43.62771630428437,-79.48623886341439
087,43.63883542229876,-79.48407148046256
016,43.6336474345988,-79.48741360746364
114,43.64847831884755,-79.48902964883659
087,43.64484373170605,-79.48787422644078
016,43.641824314507325,-79.49104489370865
114,43.65403532730279,-79.4910439615632
089,43.657638010789555,-79.48758056493948
016,43.64847380559241,-79.4942516224619
015,43.65059864293545,-79.49350753690977
114,43.66073470850183,-79.49538326551105
111,43.667162229951586,-79.49374237691958
089,43.663185677720946,-79.4922021612487
111,43.672895764700954,-79.4956512076226
115,43.685019928267764,-79.4972846298652
111,43.68039169317667,-79.49816514834612
115,43.6908638621855,-79.50038874101591
113,43.69594001640294,-79.50433555439925
112,43.69250194472471,-79.49580466450163
030,43.69571674659923,-79.49851338491055
113,43.702264192335015,-79.50534094131432
030,43.70028101558829,-79.50047956084843
028,43.70549619856113,-79.50097606545728
113,43.70812787492522,-79.50675979643287
028,43.71236607282434,-79.50263087463871
023,43.71293163113697,-79.50790318610487
154,43.722391287950124,-79.50608347293337
028,43.71762072872484,-79.5043199458434
023,43.71686409589158,-79.5088922101604
154,43.7305048979691,-79.508176428076
025,43.735310947567484,-79.50795155846504
154,43.73737788405215,-79.51356417864243
025,43.74164324135896,-79.50997159533978
027,43.75227080548437,-79.5084902677639
025,43.751057934391035,-79.51258690897487
025,43.7570217777321,-79.51354984999176
024,43.76191611878217,-79.51456874654664
027,43.773029916136316,-79.51490361237028
024,43.769135040170916,-79.51748760760255
027,43.77604097160988,-79.51711923105296
024,43.774995603243795,-79.52189677649335
161,43.618222273010176,-79.47700042531775
161,43.62611106380381,-79.47639487894429
016,43.62963834341975,-79.4801990579962
161,43.63205108299562,-79.47460889971016
087,43.638192260610474,-79.47650703473954
085,43.63342555195207,-79.4726957163799
016,43.63432264368185,-79.47929051439348
114,43.64934444505674,-79.48504438311122
089,43.65037828099879,-79.48051683819939
088,43.651344823391376,-79.47605502780176
087,43.6454586988302,-79.47958672154225
090,43.66068824301763,-79.47914617487743
114,43.651243810542034,-79.48561152456242
089,43.6551661231349,-79.48234672275174
088,43.65674772371174,-79.47775142416404
090,43.665866004259556,-79.48066866968773
111,43.66828573080827,-79.48597203884117
089,43.66325024058169,-79.48523133577775
090,43.67191500034625,-79.48031853042852
111,43.674993614370734,-79.48590371637465
115,43.68574796623036,-79.48937506353282
112,43.68901562097887,-79.48648164928784
111,43.68167776305428,-79.48719618985065
110,43.68701779332471,-79.4845326994356
115,43.689647355938895,-79.49301176099708
112,43.692320005359214,-79.48922681857023
030,43.697004695476025,-79.49053536421411
030,43.70239072695627,-79.49168555111977
029,43.708765149118726,-79.4883935498504
028,43.70716040281563,-79.49308960461708
029,43.71534149764598,-79.490147096844
028,43.713872471086034,-79.49492947115917
154,43.72418548581048,-79.49630042443444
029,43.72004953225398,-79.49141407207887
028,43.71903853534489,-79.49656813848928
155,43.73475288037235,-79.49469567794578
154,43.73141923768694,-79.49851915181891
025,43.73666838033542,-79.49911108748171
155,43.74124406684096,-79.49572155178204
027,43.746483501603706,-79.49800149924631
025,43.74270099394552,-79.50151114535386
027,43.75337828831868,-79.50216167154127
025,43.751605213248,-79.50614990185797
027,43.763508920707785,-79.50357066488912
025,43.75848173569186,-79.5069058292692
024,43.76267645857597,-79.5083693637726
027,43.77280755297347,-79.50664913858793
024,43.7672156708646,-79.51032125399186
027,43.778091599506034,-79.50764968920623
161,43.62740884383239,-79.4704434771191
085,43.63201447978989,-79.47101469971167
161,43.632013081550554,-79.4716155365945
087,43.63962498648987,-79.46837462930432
085,43.635260250944185,-79.46740011012281
088,43.65240577495863,-79.47114598757808
087,43.647578594053805,-79.46981478488132
090,43.661764093796684,-79.47115147249873
088,43.656956421777295,-79.47202743042602
090,43.667272522509975,-79.47400913869973
091,43.67893025889857,-79.47169662113133
090,43.67484322002045,-79.47427738128289
111,43.67780943402835,-79.47788196526746
110,43.681267192145384,-79.47341045924522
115,43.68534493196955,-79.48293649306422
112,43.690519134537325,-79.47900097262233
111,43.68279973587503,-79.48049430717836
110,43.68623509697732,-79.47735576353872
112,43.694188061801206,-79.47971112473844
030,43.699070785611475,-79.48078735267163
030,43.704524670246286,-79.48190045533852
029,43.70940026403173,-79.48300672312604
029,43.716179902546656,-79.48440472324062
155,43.728739858375654,-79.48580466533282
154,43.72445360393994,-79.487139890436
029,43.72147349595467,-79.48508577246076
155,43.73574298814927,-79.48856286953112
154,43.729863916144055,-79.49241480137053
155,43.74230360642727,-79.48994979534054
027,43.747191861275645,-79.49100050139133
027,43.755305806576,-79.49272119087335
027,43.76508728258332,-79.4948003077815
027,43.77486875859067,-79.49687942468967
027,43.780282966285945,-79.49782156362546
087,43.64198459898255,-79.4582269893513
085,43.63797597529081,-79.45759822415032
088,43.65451285867843,-79.46139621036289
087,43.6496904051189,-79.46004182641312
171,43.665474774445116,-79.45830698959067
090,43.663086505701614,-79.46290734715014
088,43.65819908249601,-79.46185278554337
171,43.66662671663055,-79.45899855022118
091,43.671749601411214,-79.46188105197632
090,43.66830036731981,-79.4654002178058
091,43.677669327505775,-79.46518142079996
090,43.67521852096127,-79.46932439188008
110,43.682124861123256,-79.46703785191974
109,43.69168264012677,-79.46408125505968
108,43.693584727725344,-79.46478806625032
112,43.692526526110896,-79.46956026111876
110,43.68768636489104,-79.46820352171116
108,43.69738752662366,-79.46575762285785
112,43.696174808872065,-79.47057516610344
031,43.70220955194317,-79.46696136569923
030,43.70101496985534,-79.47184706210628
031,43.709288589591786,-79.4685393158104
030,43.70664692060538,-79.47308393154836
029,43.71153234868699,-79.47413816365155
031,43.71904958215657,-79.47054801433808
029,43.71809735042951,-79.47545662696227
155,43.72849186110775,-79.4768268898769
031,43.72454250917444,-79.47166904174412
029,43.72346990433249,-79.47636124963826
155,43.73782197146951,-79.47878148104965
155,43.74725673092567,-79.47985502361085
027,43.748866666441074,-79.48452428205837
155,43.75364189829657,-79.47979223601159
027,43.7577017584597,-79.48320613877065
027,43.767166399491515,-79.48501883177417
027,43.77694787549885,-79.48709794868235
027,43.782436950434715,-79.48813567237592
085,43.636519119851044,-79.44443994899207
087,43.64242909362615,-79.45035472759503
086,43.64351543740753,-79.44564188880841
085,43.63797413944469,-79.44817711277945
171,43.657327222763634,-79.4481569250336
088,43.65629954037649,-79.4530354450208
087,43.650949864868025,-79.4530266652402
086,43.65170925632182,-79.4484756367924
083,43.65553042483347,-79.44716168242937
171,43.66267210253731,-79.45123603381441
091,43.66729068828791,-79.44954471592274
090,43.663779044110335,-79.45734041942114
088,43.65903987015388,-79.4546400624085
171,43.66790766867851,-79.4533304383877
092,43.674459264168384,-79.45235234702395
091,43.67085000052698,-79.45550271642743
109,43.68432653164598,-79.4567772469846
092,43.679743988158464,-79.45491536191784
091,43.678199131091944,-79.45959481146753
110,43.68309611187126,-79.4616055855425
109,43.689972512889604,-79.45823972964419
108,43.69477852610327,-79.45946899324932
110,43.68733346953788,-79.4627312422128
108,43.69848286748753,-79.46018082069439
031,43.70336674901611,-79.46125188068677
031,43.710556660355664,-79.46276265431777
031,43.72033813636302,-79.46484177122593
155,43.73065312165835,-79.46703438631334
031,43.725762573249646,-79.46599397642304
155,43.739901088377685,-79.46900000504229
155,43.74930482660226,-79.47134360930896
027,43.753900246874714,-79.46812595244567
155,43.75468082342015,-79.47484078966035
027,43.759815345385135,-79.47303466334438
027,43.76924551639969,-79.47523735576682
