count,lat,lon,metadata,start_timestamp
0,43.69711646,-79.29741235,Taylor Creek Park,Mar-22
5,43.65472242,-79.38160967,Trinity Square,Mar-22
0,43.6981562,-79.28484213,Warden Woods Park,Mar-22
0,43.71724435,-79.35015227,Wilket Creek Park,Mar-22
2,43.66467932,-79.3134879,Woodbine Park (New),Mar-22
5,43.66093307,-79.3735941,Allan Gardens,Apr-22
2,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Apr-22
0,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Apr-22
3,43.64418139,-79.39371522,Clarence Square Park,Apr-22
0,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Apr-22
2,43.70457547,-79.34127867,E.T. Seton Park,Apr-22
1,43.63806493,-79.40717673,Garrison Common,Apr-22
6,43.65261301,-79.39221132,Grange Park,Apr-22
1,43.64651218,-79.46393972,High Park,Apr-22
3,43.65135346,-79.49062927,Kings Mill Park,Apr-22
1,43.63395209,-79.43869438,Lakeshore Boulevard Parklands,Apr-22
5,43.67434988,-79.47987059,Lavender Creek Trail,Apr-22
13,43.69741478,-79.35386848,Lower Don Parklands,Apr-22
2,43.6580416,-79.3314175,Martin Goodman Trail,Apr-22
7,43.78090037,-79.19730417,Morningside Park,Apr-22
4,43.68179447,-79.4101068,Nordheimer Ravine,Apr-22
1,43.67094057,-79.35433043,Riverdale Park East,Apr-22
6,43.67272549,-79.37625428,Rosedale Ravine Lands,Apr-22
1,43.69866061,-79.24908553,Scarborough Heights Park,Apr-22
1,43.67559997,-79.38645,Severn Creek Park,Apr-22
1,43.69711646,-79.29741235,Taylor Creek Park,Apr-22
3,43.65472242,-79.38160967,Trinity Square,Apr-22
1,43.6981562,-79.28484213,Warden Woods Park,Apr-22
1,43.71724435,-79.35015227,Wilket Creek Park,Apr-22
3,43.66467932,-79.3134879,Woodbine Park (New),Apr-22
3,43.66093307,-79.3735941,Allan Gardens,May-22
2,43.72881139,-79.32116014,Charles Sauriol Conservation Area,May-22
0,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,May-22
6,43.64418139,-79.39371522,Clarence Square Park,May-22
0,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,May-22
2,43.70457547,-79.34127867,E.T. Seton Park,May-22
1,43.63806493,-79.40717673,Garrison Common,May-22
4,43.65261301,-79.39221132,Grange Park,May-22
0,43.64651218,-79.46393972,High Park,May-22
3,43.65135346,-79.49062927,Kings Mill Park,May-22
1,43.63395209,-79.43869438,Lakeshore Boulevard Parklands,May-22
5,43.67434988,-79.47987059,Lavender Creek Trail,May-22
13,43.69741478,-79.35386848,Lower Don Parklands,May-22
2,43.6580416,-79.3314175,Martin Goodman Trail,May-22
4,43.78090037,-79.19730417,Morningside Park,May-22
3,43.68179447,-79.4101068,Nordheimer Ravine,May-22
3,43.67094057,-79.35433043,Riverdale Park East,May-22
4,43.67272549,-79.37625428,Rosedale Ravine Lands,May-22
1,43.69866061,-79.24908553,Scarborough Heights Park,May-22
1,43.67559997,-79.38645,Severn Creek Park,May-22
3,43.69711646,-79.29741235,Taylor Creek Park,May-22
1,43.65472242,-79.38160967,Trinity Square,May-22
1,43.6981562,-79.28484213,Warden Woods Park,May-22
1,43.71724435,-79.35015227,Wilket Creek Park,May-22
2,43.66467932,-79.3134879,Woodbine Park (New),May-22
6,43.66093307,-79.3735941,Allan Gardens,Jun-22
2,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Jun-22
0,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Jun-22
8,43.64418139,-79.39371522,Clarence Square Park,Jun-22
0,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Jun-22
2,43.70457547,-79.34127867,E.T. Seton Park,Jun-22
1,43.63806493,-79.40717673,Garrison Common,Jun-22
0,43.65261301,-79.39221132,Grange Park,Jun-22
0,43.64651218,-79.46393972,High Park,Jun-22
3,43.65135346,-79.49062927,Kings Mill Park,Jun-22
1,43.63395209,-79.43869438,Lakeshore Boulevard Parklands,Jun-22
6,43.67434988,-79.47987059,Lavender Creek Trail,Jun-22
7,43.69741478,-79.35386848,Lower Don Parklands,Jun-22
2,43.6580416,-79.3314175,Martin Goodman Trail,Jun-22
3,43.78090037,-79.19730417,Morningside Park,Jun-22
2,43.68179447,-79.4101068,Nordheimer Ravine,Jun-22
2,43.67094057,-79.35433043,Riverdale Park East,Jun-22
7,43.67272549,-79.37625428,Rosedale Ravine Lands,Jun-22
1,43.69866061,-79.24908553,Scarborough Heights Park,Jun-22
0,43.67559997,-79.38645,Severn Creek Park,Jun-22
3,43.69711646,-79.29741235,Taylor Creek Park,Jun-22
1,43.65472242,-79.38160967,Trinity Square,Jun-22
1,43.6981562,-79.28484213,Warden Woods Park,Jun-22
1,43.71724435,-79.35015227,Wilket Creek Park,Jun-22
0,43.66467932,-79.3134879,Woodbine Park (New),Jun-22
5,43.66093307,-79.3735941,Allan Gardens,Jul-22
2,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Jul-22
2,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Jul-22
10,43.64418139,-79.39371522,Clarence Square Park,Jul-22
3,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Jul-22
2,43.70457547,-79.34127867,E.T. Seton Park,Jul-22
1,43.63806493,-79.40717673,Garrison Common,Jul-22
0,43.65261301,-79.39221132,Grange Park,Jul-22
1,43.64651218,-79.46393972,High Park,Jul-22
3,43.65135346,-79.49062927,Kings Mill Park,Jul-22
1,43.63395209,-79.43869438,Lakeshore Boulevard Parklands,Jul-22
5,43.67434988,-79.47987059,Lavender Creek Trail,Jul-22
7,43.69741478,-79.35386848,Lower Don Parklands,Jul-22
1,43.6580416,-79.3314175,Martin Goodman Trail,Jul-22
0,43.78090037,-79.19730417,Morningside Park,Jul-22
2,43.68179447,-79.4101068,Nordheimer Ravine,Jul-22
2,43.67094057,-79.35433043,Riverdale Park East,Jul-22
8,43.67272549,-79.37625428,Rosedale Ravine Lands,Jul-22
2,43.69866061,-79.24908553,Scarborough Heights Park,Jul-22
0,43.67559997,-79.38645,Severn Creek Park,Jul-22
1,43.69711646,-79.29741235,Taylor Creek Park,Jul-22
2,43.65472242,-79.38160967,Trinity Square,Jul-22
1,43.6981562,-79.28484213,Warden Woods Park,Jul-22
1,43.71724435,-79.35015227,Wilket Creek Park,Jul-22
1,43.66467932,-79.3134879,Woodbine Park (New),Jul-22
21,43.66093307,-79.3735941,Allan Gardens,Aug-22
2,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Aug-22
3,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Aug-22
11,43.64418139,-79.39371522,Clarence Square Park,Aug-22
4,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Aug-22
2,43.70457547,-79.34127867,E.T. Seton Park,Aug-22
1,43.63806493,-79.40717673,Garrison Common,Aug-22
1,43.65261301,-79.39221132,Grange Park,Aug-22
2,43.64651218,-79.46393972,High Park,Aug-22
2,43.65135346,-79.49062927,Kings Mill Park,Aug-22
1,43.63395209,-79.43869438,Lakeshore Boulevard Parklands,Aug-22
5,43.67434988,-79.47987059,Lavender Creek Trail,Aug-22
9,43.69741478,-79.35386848,Lower Don Parklands,Aug-22
1,43.6580416,-79.3314175,Martin Goodman Trail,Aug-22
0,43.78090037,-79.19730417,Morningside Park,Aug-22
2,43.68179447,-79.4101068,Nordheimer Ravine,Aug-22
1,43.67094057,-79.35433043,Riverdale Park East,Aug-22
12,43.67272549,-79.37625428,Rosedale Ravine Lands,Aug-22
1,43.69866061,-79.24908553,Scarborough Heights Park,Aug-22
0,43.67559997,-79.38645,Severn Creek Park,Aug-22
1,43.69711646,-79.29741235,Taylor Creek Park,Aug-22
3,43.65472242,-79.38160967,Trinity Square,Aug-22
1,43.6981562,-79.28484213,Warden Woods Park,Aug-22
1,43.71724435,-79.35015227,Wilket Creek Park,Aug-22
1,43.66467932,-79.3134879,Woodbine Park (New),Aug-22
30,43.66093307,-79.3735941,Allan Gardens,Sep-22
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Sep-22
3,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Sep-22
4,43.64418139,-79.39371522,Clarence Square Park,Sep-22
5,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Sep-22
2,43.70457547,-79.34127867,E.T. Seton Park,Sep-22
0,43.63806493,-79.40717673,Garrison Common,Sep-22
1,43.65261301,-79.39221132,Grange Park,Sep-22
4,43.64651218,-79.46393972,High Park,Sep-22
2,43.65135346,-79.49062927,Kings Mill Park,Sep-22
1,43.63395209,-79.43869438,Lakeshore Boulevard Parklands,Sep-22
4,43.67434988,-79.47987059,Lavender Creek Trail,Sep-22
11,43.69741478,-79.35386848,Lower Don Parklands,Sep-22
1,43.6580416,-79.3314175,Martin Goodman Trail,Sep-22
0,43.78090037,-79.19730417,Morningside Park,Sep-22
4,43.68179447,-79.4101068,Nordheimer Ravine,Sep-22
2,43.67094057,-79.35433043,Riverdale Park East,Sep-22
12,43.67272549,-79.37625428,Rosedale Ravine Lands,Sep-22
2,43.69866061,-79.24908553,Scarborough Heights Park,Sep-22
0,43.67559997,-79.38645,Severn Creek Park,Sep-22
1,43.69711646,-79.29741235,Taylor Creek Park,Sep-22
2,43.65472242,-79.38160967,Trinity Square,Sep-22
2,43.6981562,-79.28484213,Warden Woods Park,Sep-22
1,43.71724435,-79.35015227,Wilket Creek Park,Sep-22
2,43.66467932,-79.3134879,Woodbine Park (New),Sep-22
45,43.66093307,-79.3735941,Allan Gardens,Oct-22
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Oct-22
4,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Oct-22
2,43.64418139,-79.39371522,Clarence Square Park,Oct-22
4,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Oct-22
2,43.70457547,-79.34127867,E.T. Seton Park,Oct-22
2,43.63806493,-79.40717673,Garrison Common,Oct-22
0,43.65261301,-79.39221132,Grange Park,Oct-22
6,43.64651218,-79.46393972,High Park,Oct-22
2,43.65135346,-79.49062927,Kings Mill Park,Oct-22
1,43.63395209,-79.43869438,Lakeshore Boulevard Parklands,Oct-22
0,43.67434988,-79.47987059,Lavender Creek Trail,Oct-22
12,43.69741478,-79.35386848,Lower Don Parklands,Oct-22
1,43.6580416,-79.3314175,Martin Goodman Trail,Oct-22
0,43.78090037,-79.19730417,Morningside Park,Oct-22
5,43.68179447,-79.4101068,Nordheimer Ravine,Oct-22
3,43.67094057,-79.35433043,Riverdale Park East,Oct-22
10,43.67272549,-79.37625428,Rosedale Ravine Lands,Oct-22
2,43.69866061,-79.24908553,Scarborough Heights Park,Oct-22
1,43.67559997,-79.38645,Severn Creek Park,Oct-22
0,43.69711646,-79.29741235,Taylor Creek Park,Oct-22
1,43.65472242,-79.38160967,Trinity Square,Oct-22
2,43.6981562,-79.28484213,Warden Woods Park,Oct-22
1,43.71724435,-79.35015227,Wilket Creek Park,Oct-22
4,43.66467932,-79.3134879,Woodbine Park (New),Oct-22
42,43.66093307,-79.3735941,Allan Gardens,Nov-22
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Nov-22
3,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Nov-22
0,43.64418139,-79.39371522,Clarence Square Park,Nov-22
4,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Nov-22
2,43.70457547,-79.34127867,E.T. Seton Park,Nov-22
1,43.63806493,-79.40717673,Garrison Common,Nov-22
0,43.65261301,-79.39221132,Grange Park,Nov-22
4,43.64651218,-79.46393972,High Park,Nov-22
1,43.65135346,-79.49062927,Kings Mill Park,Nov-22
1,43.63395209,-79.43869438,Lakeshore Boulevard Parklands,Nov-22
0,43.67434988,-79.47987059,Lavender Creek Trail,Nov-22
13,43.69741478,-79.35386848,Lower Don Parklands,Nov-22
1,43.6580416,-79.3314175,Martin Goodman Trail,Nov-22
0,43.78090037,-79.19730417,Morningside Park,Nov-22
3,43.68179447,-79.4101068,Nordheimer Ravine,Nov-22
3,43.67094057,-79.35433043,Riverdale Park East,Nov-22
10,43.67272549,-79.37625428,Rosedale Ravine Lands,Nov-22
1,43.69866061,-79.24908553,Scarborough Heights Park,Nov-22
3,43.67559997,-79.38645,Severn Creek Park,Nov-22
0,43.69711646,-79.29741235,Taylor Creek Park,Nov-22
1,43.65472242,-79.38160967,Trinity Square,Nov-22
2,43.6981562,-79.28484213,Warden Woods Park,Nov-22
1,43.71724435,-79.35015227,Wilket Creek Park,Nov-22
2,43.66467932,-79.3134879,Woodbine Park (New),Nov-22
32,43.66093307,-79.3735941,Allan Gardens,Dec-22
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Dec-22
2,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Dec-22
0,43.64418139,-79.39371522,Clarence Square Park,Dec-22
3,43.71931001,-79.51254444,Downsview Park and Lawn Bowling Greens,Dec-22
2,43.70457547,-79.34127867,E.T. Seton Park,Dec-22
0,43.63806493,-79.40717673,Garrison Common,Dec-22
0,43.65261301,-79.39221132,Grange Park,Dec-22
1,43.64651218,-79.46393972,High Park,Dec-22
0,43.65135346,-79.49062927,Kings Mill Park,Dec-22
0,43.63395209,-79.43869438,Lakeshore Boulevard Parklands,Dec-22
0,43.67434988,-79.47987059,Lavender Creek Trail,Dec-22
12,43.69741478,-79.35386848,Lower Don Parklands,Dec-22
3,43.6580416,-79.3314175,Martin Goodman Trail,Dec-22
0,43.78090037,-79.19730417,Morningside Park,Dec-22
3,43.68179447,-79.4101068,Nordheimer Ravine,Dec-22
2,43.67094057,-79.35433043,Riverdale Park East,Dec-22
9,43.67272549,-79.37625428,Rosedale Ravine Lands,Dec-22
1,43.69866061,-79.24908553,Scarborough Heights Park,Dec-22
2,43.67559997,-79.38645,Severn Creek Park,Dec-22
0,43.69711646,-79.29741235,Taylor Creek Park,Dec-22
0,43.65472242,-79.38160967,Trinity Square,Dec-22
2,43.6981562,-79.28484213,Warden Woods Park,Dec-22
1,43.71724435,-79.35015227,Wilket Creek Park,Dec-22
0,43.66467932,-79.3134879,Woodbine Park (New),Dec-22
0,43.77245734,-79.27908994,0 William Kitchen Road,Jan-23
0,43.71611118,-79.50666904,10 Falstaff Avenue,Jan-23
2,43.77674605,-79.24639967,705 Progress Avenue,Jan-23
0,43.65114655,-79.40510438,Alexandra Park,Jan-23
28,43.66093307,-79.3735941,Allan Gardens,Jan-23
0,43.65371478,-79.40192832,Bellevue Square Park,Jan-23
0,43.63702846,-79.44931095,Budapest Park,Jan-23
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Jan-23
2,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Jan-23
0,43.64418139,-79.39371522,Clarence Square Park,Jan-23
0,43.65699352,-79.4336308,Dufferin Grove Park,Jan-23
2,43.70457547,-79.34127867,E.T. Seton Park,Jan-23
1,43.75411432,-79.43277026,Earl Bales Park,Jan-23
0,43.63806493,-79.40717673,Garrison Common,Jan-23
1,43.64651218,-79.46393972,High Park,Jan-23
2,43.73183403,-79.62077596,Humber Arboretum,Jan-23
0,43.63977468,-79.42245532,Lamport Stadium Park,Jan-23
14,43.69741478,-79.35386848,Lower Don Parklands,Jan-23
0,43.63115941,-79.43083382,Marilyn Bell Park,Jan-23
2,43.6580416,-79.3314175,Martin Goodman Trail,Jan-23
3,43.68179447,-79.4101068,Nordheimer Ravine,Jan-23
3,43.67094057,-79.35433043,Riverdale Park East,Jan-23
7,43.67272549,-79.37625428,Rosedale Ravine Lands,Jan-23
2,43.67559997,-79.38645,Severn Creek Park,Jan-23
0,43.65472242,-79.38160967,Trinity Square,Jan-23
0,43.77245734,-79.27908994,0 William Kitchen Road,Feb-23
1,43.71611118,-79.50666904,10 Falstaff Avenue,Feb-23
3,43.77674605,-79.24639967,705 Progress Avenue,Feb-23
0,43.65114655,-79.40510438,Alexandra Park,Feb-23
31,43.66093307,-79.3735941,Allan Gardens,Feb-23
0,43.65371478,-79.40192832,Bellevue Square Park,Feb-23
1,43.63702846,-79.44931095,Budapest Park,Feb-23
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Feb-23
1,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Feb-23
0,43.64418139,-79.39371522,Clarence Square Park,Feb-23
0,43.65699352,-79.4336308,Dufferin Grove Park,Feb-23
2,43.70457547,-79.34127867,E.T. Seton Park,Feb-23
1,43.75411432,-79.43277026,Earl Bales Park,Feb-23
0,43.63806493,-79.40717673,Garrison Common,Feb-23
2,43.64651218,-79.46393972,High Park,Feb-23
2,43.73183403,-79.62077596,Humber Arboretum,Feb-23
0,43.63977468,-79.42245532,Lamport Stadium Park,Feb-23
11,43.69741478,-79.35386848,Lower Don Parklands,Feb-23
0,43.63115941,-79.43083382,Marilyn Bell Park,Feb-23
0,43.6580416,-79.3314175,Martin Goodman Trail,Feb-23
1,43.68179447,-79.4101068,Nordheimer Ravine,Feb-23
4,43.67094057,-79.35433043,Riverdale Park East,Feb-23
8,43.67272549,-79.37625428,Rosedale Ravine Lands,Feb-23
1,43.67559997,-79.38645,Severn Creek Park,Feb-23
0,43.65472242,-79.38160967,Trinity Square,Feb-23
1,43.77245734,-79.27908994,0 William Kitchen Road,Mar-23
1,43.71611118,-79.50666904,10 Falstaff Avenue,Mar-23
3,43.77674605,-79.24639967,705 Progress Avenue,Mar-23
0,43.65114655,-79.40510438,Alexandra Park,Mar-23
32,43.66093307,-79.3735941,Allan Gardens,Mar-23
0,43.65371478,-79.40192832,Bellevue Square Park,Mar-23
1,43.63702846,-79.44931095,Budapest Park,Mar-23
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Mar-23
0,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Mar-23
0,43.64418139,-79.39371522,Clarence Square Park,Mar-23
0,43.65699352,-79.4336308,Dufferin Grove Park,Mar-23
3,43.70457547,-79.34127867,E.T. Seton Park,Mar-23
1,43.75411432,-79.43277026,Earl Bales Park,Mar-23
1,43.63806493,-79.40717673,Garrison Common,Mar-23
3,43.64651218,-79.46393972,High Park,Mar-23
1,43.73183403,-79.62077596,Humber Arboretum,Mar-23
0,43.63977468,-79.42245532,Lamport Stadium Park,Mar-23
7,43.69741478,-79.35386848,Lower Don Parklands,Mar-23
0,43.63115941,-79.43083382,Marilyn Bell Park,Mar-23
0,43.6580416,-79.3314175,Martin Goodman Trail,Mar-23
2,43.68179447,-79.4101068,Nordheimer Ravine,Mar-23
4,43.67094057,-79.35433043,Riverdale Park East,Mar-23
8,43.67272549,-79.37625428,Rosedale Ravine Lands,Mar-23
0,43.67559997,-79.38645,Severn Creek Park,Mar-23
0,43.65472242,-79.38160967,Trinity Square,Mar-23
0,43.77245734,-79.27908994,0 William Kitchen Road,Apr-23
1,43.71611118,-79.50666904,10 Falstaff Avenue,Apr-23
3,43.77674605,-79.24639967,705 Progress Avenue,Apr-23
0,43.65114655,-79.40510438,Alexandra Park,Apr-23
34,43.66093307,-79.3735941,Allan Gardens,Apr-23
0,43.65371478,-79.40192832,Bellevue Square Park,Apr-23
1,43.63702846,-79.44931095,Budapest Park,Apr-23
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Apr-23
1,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Apr-23
0,43.64418139,-79.39371522,Clarence Square Park,Apr-23
0,43.65699352,-79.4336308,Dufferin Grove Park,Apr-23
3,43.70457547,-79.34127867,E.T. Seton Park,Apr-23
1,43.75411432,-79.43277026,Earl Bales Park,Apr-23
0,43.63806493,-79.40717673,Garrison Common,Apr-23
2,43.64651218,-79.46393972,High Park,Apr-23
1,43.73183403,-79.62077596,Humber Arboretum,Apr-23
0,43.63977468,-79.42245532,Lamport Stadium Park,Apr-23
8,43.69741478,-79.35386848,Lower Don Parklands,Apr-23
0,43.63115941,-79.43083382,Marilyn Bell Park,Apr-23
0,43.6580416,-79.3314175,Martin Goodman Trail,Apr-23
2,43.68179447,-79.4101068,Nordheimer Ravine,Apr-23
7,43.67094057,-79.35433043,Riverdale Park East,Apr-23
7,43.67272549,-79.37625428,Rosedale Ravine Lands,Apr-23
0,43.67559997,-79.38645,Severn Creek Park,Apr-23
3,43.65472242,-79.38160967,Trinity Square,Apr-23
1,43.77245734,-79.27908994,0 William Kitchen Road,May-23
2,43.71611118,-79.50666904,10 Falstaff Avenue,May-23
4,43.77674605,-79.24639967,705 Progress Avenue,May-23
1,43.65114655,-79.40510438,Alexandra Park,May-23
50,43.66093307,-79.3735941,Allan Gardens,May-23
0,43.65371478,-79.40192832,Bellevue Square Park,May-23
1,43.63702846,-79.44931095,Budapest Park,May-23
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,May-23
1,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,May-23
0,43.64418139,-79.39371522,Clarence Square Park,May-23
0,43.65699352,-79.4336308,Dufferin Grove Park,May-23
2,43.70457547,-79.34127867,E.T. Seton Park,May-23
2,43.75411432,-79.43277026,Earl Bales Park,May-23
1,43.63806493,-79.40717673,Garrison Common,May-23
1,43.64651218,-79.46393972,High Park,May-23
3,43.73183403,-79.62077596,Humber Arboretum,May-23
5,43.63977468,-79.42245532,Lamport Stadium Park,May-23
9,43.69741478,-79.35386848,Lower Don Parklands,May-23
0,43.63115941,-79.43083382,Marilyn Bell Park,May-23
1,43.6580416,-79.3314175,Martin Goodman Trail,May-23
1,43.68179447,-79.4101068,Nordheimer Ravine,May-23
9,43.67094057,-79.35433043,Riverdale Park East,May-23
1,43.67272549,-79.37625428,Rosedale Ravine Lands,May-23
1,43.67559997,-79.38645,Severn Creek Park,May-23
3,43.65472242,-79.38160967,Trinity Square,May-23
0,43.77245734,-79.27908994,0 William Kitchen Road,Jun-23
2,43.71611118,-79.50666904,10 Falstaff Avenue,Jun-23
4,43.77674605,-79.24639967,705 Progress Avenue,Jun-23
1,43.65114655,-79.40510438,Alexandra Park,Jun-23
84,43.66093307,-79.3735941,Allan Gardens,Jun-23
0,43.65371478,-79.40192832,Bellevue Square Park,Jun-23
1,43.63702846,-79.44931095,Budapest Park,Jun-23
1,43.72881139,-79.32116014,Charles Sauriol Conservation Area,Jun-23
3,43.63692099,-79.3443083,Cherry Beach Clarke Beach Park,Jun-23
